extracted_path,loc_x,loc_y,displacement_mm,force_n,session
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00181.jpg",-140,-10,4.0088,0.105,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00182.jpg",-140,-10,4.0307,0.106,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00183.jpg",-140,-10,4.0528,0.108,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00184.jpg",-140,-10,4.0747,0.109,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00185.jpg",-140,-10,4.0968,0.11,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00186.jpg",-140,-10,4.1193,0.11,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00187.jpg",-140,-10,4.1408,0.111,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00188.jpg",-140,-10,4.163,0.113,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00189.jpg",-140,-10,4.185,0.115,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00190.jpg",-140,-10,4.2068,0.115,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00191.jpg",-140,-10,4.2288,0.115,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00192.jpg",-140,-10,4.251,0.116,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00193.jpg",-140,-10,4.2727,0.118,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00194.jpg",-140,-10,4.2948,0.119,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00195.jpg",-140,-10,4.3172,0.12,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00196.jpg",-140,-10,4.3388,0.12,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00197.jpg",-140,-10,4.3608,0.122,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00198.jpg",-140,-10,4.3828,0.122,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00199.jpg",-140,-10,4.4103,0.124,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00200.jpg",-140,-10,4.4325,0.125,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00201.jpg",-140,-10,4.4545,0.126,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00202.jpg",-140,-10,4.4765,0.128,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00203.jpg",-140,-10,4.4985,0.129,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00204.jpg",-140,-10,4.5205,0.13,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00205.jpg",-140,-10,4.5427,0.131,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00206.jpg",-140,-10,4.5642,0.131,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00207.jpg",-140,-10,4.5863,0.133,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00208.jpg",-140,-10,4.6087,0.133,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00209.jpg",-140,-10,4.6303,0.135,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00210.jpg",-140,-10,4.6523,0.136,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00211.jpg",-140,-10,4.6742,0.137,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00212.jpg",-140,-10,4.6967,0.138,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00213.jpg",-140,-10,4.7182,0.139,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00214.jpg",-140,-10,4.7402,0.14,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00215.jpg",-140,-10,4.7623,0.141,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00216.jpg",-140,-10,4.7847,0.142,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00217.jpg",-140,-10,4.8062,0.143,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00218.jpg",-140,-10,4.8285,0.144,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00219.jpg",-140,-10,4.8507,0.145,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00220.jpg",-140,-10,4.8727,0.145,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00221.jpg",-140,-10,4.8947,0.147,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00222.jpg",-140,-10,4.9163,0.148,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00223.jpg",-140,-10,4.9382,0.149,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00224.jpg",-140,-10,4.9607,0.151,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00225.jpg",-140,-10,4.9822,0.152,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00226.jpg",-140,-10,5.0047,0.152,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00227.jpg",-140,-10,5.0265,0.154,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00228.jpg",-140,-10,5.0487,0.16,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00229.jpg",-140,-10,5.0703,0.159,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00230.jpg",-140,-10,5.0922,0.16,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00231.jpg",-140,-10,5.1147,0.161,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00232.jpg",-140,-10,5.1367,0.162,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00233.jpg",-140,-10,5.1583,0.163,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00234.jpg",-140,-10,5.1802,0.164,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00235.jpg",-140,-10,5.2022,0.165,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00236.jpg",-140,-10,5.2245,0.167,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00237.jpg",-140,-10,5.2517,0.167,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00238.jpg",-140,-10,5.2733,0.169,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00239.jpg",-140,-10,5.2957,0.17,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00240.jpg",-140,-10,5.3177,0.172,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00241.jpg",-140,-10,5.3397,0.173,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00242.jpg",-140,-10,5.3618,0.173,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00243.jpg",-140,-10,5.3837,0.174,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00244.jpg",-140,-10,5.4057,0.176,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00245.jpg",-140,-10,5.4277,0.177,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00246.jpg",-140,-10,5.45,0.178,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00247.jpg",-140,-10,5.4718,0.18,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00248.jpg",-140,-10,5.4938,0.181,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00249.jpg",-140,-10,5.516,0.182,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00250.jpg",-140,-10,5.5377,0.184,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00251.jpg",-140,-10,5.56,0.184,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00252.jpg",-140,-10,5.5817,0.185,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00253.jpg",-140,-10,5.6038,0.187,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00254.jpg",-140,-10,5.6257,0.188,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00255.jpg",-140,-10,5.648,0.19,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00256.jpg",-140,-10,5.6698,0.191,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00257.jpg",-140,-10,5.692,0.192,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00258.jpg",-140,-10,5.7138,0.193,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00259.jpg",-140,-10,5.7358,0.196,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00260.jpg",-140,-10,5.7577,0.197,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00261.jpg",-140,-10,5.7802,0.198,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00262.jpg",-140,-10,5.802,0.199,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00263.jpg",-140,-10,5.824,0.2,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00264.jpg",-140,-10,5.8458,0.202,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00265.jpg",-140,-10,5.868,0.203,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00266.jpg",-140,-10,5.8898,0.204,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00267.jpg",-140,-10,5.9118,0.205,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00268.jpg",-140,-10,5.9338,0.206,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00269.jpg",-140,-10,5.9563,0.207,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00270.jpg",-140,-10,5.9778,0.208,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00271.jpg",-140,-10,5.9998,0.21,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00272.jpg",-140,-10,6.0217,0.211,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00273.jpg",-140,-10,6.0438,0.212,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00274.jpg",-140,-10,6.0658,0.214,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00275.jpg",-140,-10,6.088,0.215,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00276.jpg",-140,-10,6.1153,0.217,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00277.jpg",-140,-10,6.1377,0.219,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00278.jpg",-140,-10,6.1593,0.22,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00279.jpg",-140,-10,6.1815,0.221,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00280.jpg",-140,-10,6.2033,0.222,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00281.jpg",-140,-10,6.2257,0.224,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00282.jpg",-140,-10,6.2473,0.225,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00283.jpg",-140,-10,6.2697,0.227,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00284.jpg",-140,-10,6.2912,0.228,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00285.jpg",-140,-10,6.3137,0.23,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00286.jpg",-140,-10,6.3357,0.233,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00287.jpg",-140,-10,6.3577,0.233,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00288.jpg",-140,-10,6.3793,0.234,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00289.jpg",-140,-10,6.4012,0.234,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00290.jpg",-140,-10,6.423,0.236,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00291.jpg",-140,-10,6.4458,0.238,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00292.jpg",-140,-10,6.4675,0.239,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00293.jpg",-140,-10,6.4892,0.241,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00294.jpg",-140,-10,6.5115,0.243,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00295.jpg",-140,-10,6.5332,0.244,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00296.jpg",-140,-10,6.5555,0.245,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00297.jpg",-140,-10,6.5768,0.247,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00298.jpg",-140,-10,6.5993,0.248,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00299.jpg",-140,-10,6.6217,0.248,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00300.jpg",-140,-10,6.6437,0.251,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00301.jpg",-140,-10,6.6655,0.252,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00302.jpg",-140,-10,6.6877,0.254,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00303.jpg",-140,-10,6.7092,0.255,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00304.jpg",-140,-10,6.7535,0.258,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00305.jpg",-140,-10,6.7758,0.259,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00306.jpg",-140,-10,6.7973,0.261,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00307.jpg",-140,-10,6.8198,0.262,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00308.jpg",-140,-10,6.841,0.263,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00309.jpg",-140,-10,6.8635,0.266,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00310.jpg",-140,-10,6.8852,0.267,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00311.jpg",-140,-10,6.9075,0.268,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00312.jpg",-140,-10,6.9293,0.269,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00313.jpg",-140,-10,6.957,0.271,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00314.jpg",-140,-10,6.9787,0.273,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00315.jpg",-140,-10,7.0007,0.275,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00316.jpg",-140,-10,7.0225,0.276,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00317.jpg",-140,-10,7.045,0.278,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00318.jpg",-140,-10,7.0667,0.28,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00319.jpg",-140,-10,7.089,0.281,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00320.jpg",-140,-10,7.1108,0.283,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00321.jpg",-140,-10,7.133,0.284,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00322.jpg",-140,-10,7.1547,0.286,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00323.jpg",-140,-10,7.177,0.287,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00324.jpg",-140,-10,7.1988,0.288,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00325.jpg",-140,-10,7.221,0.29,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00326.jpg",-140,-10,7.2427,0.291,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00327.jpg",-140,-10,7.2648,0.293,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00328.jpg",-140,-10,7.2865,0.294,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00329.jpg",-140,-10,7.3087,0.295,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00330.jpg",-140,-10,7.3307,0.297,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00331.jpg",-140,-10,7.353,0.299,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00332.jpg",-140,-10,7.375,0.3,"(-140, -10)"
"/Users/ishanahluwalia/TactileSensing/dataset/output/(-140, -10)/frames/extracted/frame_00333.jpg",-140,-10,7.3968,0.302,"(-140, -10)"
